Subject,StartDate,EndDate,Random,AttnChk,Chopra_Check,Age,Sex,English,Education,State,BullshitReceptivity,BullshitScale,ChopraScale,BSR_meaningless,BSR_meaningful,HeuristicsBiases,NFC,Faith_Intuition,Numeracy_ACC,WS_ACC,Ravens_ACC,OntologicalConfusions,Metaphors,LiteralStatements,Religious_Belief,Paranormal_Belief,BS_Chopra,BS_Other,NFC_Re,NFC_Ra,Faith_Intuition_Ee,Faith_Intuition_Ea,FreeMarketIdeology,FiscalCons,SocialCons,Party,Party_TEXT,PolTrust,GovTrust,DemGovTrus,RepGovTrus,WealthDistCondition,EstimateRatio,IdealRatio,Estimate_Top20,Estimate_2nd20,Estimate_Middle20,Estimate_4th20,Estimate_Bottom20,Ideal_Top20,Ideal_2nd20,Ideal_Middle20,Ideal_4th20,Ideal_Bottom20,FMI_split,WealthDistError,WealthDistErrorType,IdealDistError,IdealDistErrorType,GodType,RBS_Curren,RBS_Highes,RBS_Lowest,Ravens_ACC_P1,Ravens_ACC_P2,BS_1,BS_2,BS_3,BS_4,BS_5,BS_6,BS_7,BS_8,BS_9,BS_10,BS_11,BS_12,BS_13,BS_14,BS_15,BS_16,BS_17,BS_18,BS_19,BS_20,Chopra_1,Chopra_2,Chopra_3,Chopra_4,Chopra_5,Chopra_6,Chopra_7,Chopra_8,Chopra_9,Chopra_10,CausalBR_ACC,SampleSize_ACC_1,SampleSize_ACC_2,Regr2Mean_ACC,GamblerFallacy_ACC_1,GamblerFallacy_ACC_2,ConjunctionFallacy_ACC_1,ConjunctionFallacy_ACC_2,ConjunctionFallacy_ACC,Covariation_ACC,MethodReasoning_ACC,Bayesian_ACC,DenNeglect_ACC,ProbMatch_ACC,SunkCost_ACC,OutcomeBias_ACC,Numeracy_ACC_1,Numeracy_ACC_2,Numeracy_ACC_3,Numeracy_ACC_4,Numeracy_ACC_5,Numeracy_ACC_6,Numeracy_ACC_7,Numeracy_ACC_8,Numeracy_ACC_9,WS_ACC_1,WS_ACC_2,WS_ACC_3,WS_ACC_4,WS_ACC_5,WS_ACC_6,WS_ACC_7,WS_ACC_8,WS_ACC_9,WS_ACC_10,WS_ACC_11,WS_ACC_12,Ravens_ACC_1,Ravens_ACC_2,Ravens_ACC_3,Ravens_ACC_4,Ravens_ACC_5,Ravens_ACC_6,Ravens_ACC_7,Ravens_ACC_8,Ravens_ACC_9,Ravens_ACC_10,Ravens_ACC_11,Ravens_ACC_12,P.OC_1,P.OC_2,P.OC_3,P.OC_4,P.OC_5,P.OC_6,P.OC_7,P.OC_8,P.OC_9,P.OC_10,P.OC_11,P.OC_12,P.OC_13,P.OC_14,P.OC_15,P.OC_16,P.OC_17,P.OC_18,P.OC_19,P.OC_20,PRafterlife,PRheaven,PRhell,PRmiracles,PRangels,PRdemons,PRsoul,PRsatan,P.PB_1,P.PB_2,P.PB_3,P.PB_4,P.PB_5,P.PB_6,P.PB_7,P.PB_8,P.PB_9,P.PB_10,P.PB_11,P.PB_12,P.PB_13,P.PB_14,P.PB_15,P.PB_16,P.PB_17,P.PB_18,P.PB_19,P.PB_20,P.PB_21,P.PB_22,P.RI_1,P.RI_2,P.RI_3,P.RI_4,P.RI_5,P.RI_6,P.RI_7,P.RI_8,P.RI_9,P.RI_10,P.RI_11,P.RI_12,P.RI_13,P.RI_14,P.RI_15,P.RI_16,P.RI_17,P.RI_18,P.RI_19,P.RI_20,P.EI_1,P.EI_2,P.EI_3,P.EI_4,P.EI_5,P.EI_6,P.EI_7,P.EI_8,P.EI_9,P.EI_10,P.EI_11,P.EI_12,P.EI_13,P.EI_14,P.EI_15,P.EI_16,P.EI_17,P.EI_18,P.EI_19,P.EI_20,P.FMI_1,P.FMI_2,P.FMI_3,P.FMI_4,P.FMI_5
39,7/11/2014,7/11/2014,2,1,1,28,1,1,6,36,2.2,2,2.6,1.6,2,.5,69.7368421052632,68.75,.333333333333333,.333333333333333,.583333333333333,25,58.3333333333333,91.6666666666667,71.875,3.03030303030303,2,2,67.5,72.2222222222222,82.5,55,55,5,4,2, ,2,2,2,4,2,15,4.42857142857143,45,23,17,12,3,31,26,21,15,7,2,0,0,0,0,2,10,10,5,1,1,2,2,1,1,2,3,1,1,2,1,2,2,3,3,2,2,2,3,2,3,2,3,1,2,3,2,4,4,2,3,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,25,75,75,75,0,0,25,0,0,25,0,25,25,0,75,25,75,100,75,100,100,0,100,75,75,75,50,100,0,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,16.6666666666667,16.6666666666667,0,0,0,16.6666666666667,100,75,75,75,75,75,100,75,25,50,75,75,75,75,50,100, ,0,75,75,75,25,50,75,75,75,75,25,75,100,75,75,100,75,75,100,25,75,75,50,25,50,25,75,100
40,7/11/2014,7/11/2014,2,1,2,37,1,1,6,20,1.86666666666667,1.8,2,1.8,3,.8125,85,40,1,.916666666666667,.666666666666667,16.0714285714286,8.33333333333333,91.6666666666667,0,17.4242424242424,2.2,1.4,90,80,35,45,25,2,1,1, ,2,1,1,1,2, , , , , , , , , , , , ,1,1,3,1,3,6,1,2,1,1,1,4,1,1,3,1,1,1,3,1,1,3,2,4,1,2,3,1,1,1,1,4,1,4,1,1,1,4,1,1,2,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,100,75,0,25,0,0,0,0,0,0,0,25,25,0,0,75,100,100,0,0,0,0,0,0,0,0,16.6666666666667,0,0,16.6666666666667,50,0,16.6666666666667,0,0,16.6666666666667,50,0,0,0,0,0,50,33.3333333333333,33.3333333333333,33.3333333333333,0,66.6666666666667,100,75,100,100,100,100,100,75,75,75,75,75,75,75,75,75,75,100,100,75,25,50,25,25,50,25,75,75,25,25,50,25,25,25,50,50,50,50,50,25,50,25,25,25,0
41,7/11/2014,7/11/2014,2,1,2,35,2,1,7,25,2.23333333333333,1.95,2.8,2,2.2,.375,71.25,56.25,.333333333333333,1,.5,25,8.33333333333333,83.3333333333333,62.5,15.1515151515151,1.9,2,85,57.5,65,47.5,50,4,1,3, ,2,1,3,1,2,68,1.26315789473684,68,13,10,8,1,24,19,19,19,19, ,0,0,0,0,3,5,7,1,0,1,3,1,2,2,1,2,1,2,2,3,3,2,2,1,2,2,2,2,1,3,2,3,2,1,3,3,4,4,3,3,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,75,50,50,25,50,25,50,0,0,0,0,25,0,0,0,0,25,75,75,100,50,50,50,75,75,75,75,50,16.6666666666667,0,0,0,0,0,0,16.6666666666667,0,66.6666666666667,0,0,0,16.6666666666667,0,16.6666666666667,0,16.6666666666667,66.6666666666667,33.3333333333333,16.6666666666667,66.6666666666667,100,75,100,75,100,100,75,75,75,75,75,25,50,50,50,75,50,75,25,100,75,75,25,50,75,75,25,75,25,25,75,50,100,75,25,50,75,50,75,25,75,75,25,50,25
42,7/11/2014,7/11/2014,2,1,1,35,1,1,6,4,3.1,2.85,3.6,2.6,3.4,.25,52.5,65,1,.75,.416666666666667,23.2142857142857,8.33333333333333,100,0,2.27272727272727,2.9,2.8,35,70,75,55,45,2,1,1, ,2,1,3,1,2,9.4,2,47,23,15,10,5,30,20,20,15,15,1,0,0,0,0,7,1,1,1,1,1,4,2,5,1,4,2,4,4,2,2,5,1,3,2,2,4,2,3,3,2,4,5,4,3,2,4,3,4,4,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,25,50,100,50,0,0,75,0,25,0,0,0,0,0,0,0,25,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,50,50,75,25,50,25,75,75,25,25,50,50,75,50,100,75,25,75,25,75,75,75,75,75,100,75,75,50,50,75,75,75,75,50,75,75,75,0,0,50,25,50,25,75
43,7/11/2014,7/11/2014,2,1,2,27,2,1,6,36,1.66666666666667,1.65,1.7,2,1.8,.375,73.75,76.4705882352941,.666666666666667,.75,.25,35.7142857142857,25,83.3333333333333,71.875,57.5757575757576,1.4,1.9,80,67.5,84.375,69.4444444444444,30,5,2,2, ,2,2,2,3,2, ,1, , , , , ,20,20,20,20,20,1,1,2,0,0,2,9,9,6,1,1,2,1,1,4,1,1,3,2,1,2,1,1,1,1,1,2,2,3,2,1,1,1,2,1,2,3,2,1,2,2,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,75,25,75,75,50,25,50,0,75,0,0,25,0,25,25,0,50,50,100,100,100,50,50,75,75,75,75,75,66.6666666666667,66.6666666666667,0,66.6666666666667,66.6666666666667,0,83.3333333333333,66.6666666666667,0,50,66.6666666666667,50,100,16.6666666666667,0,83.3333333333333,100,83.3333333333333,83.3333333333333,66.6666666666667,66.6666666666667,83.3333333333333,75,100,75,50,75,75,75,75,75,75,75,100,25,75,75,25,75,100,75,100,75,75,75, , ,75,100,75,75,100,100, ,100,100,75,50,25,75,75,50,50,25,25,25,25
44,7/11/2014,7/11/2014,2,1,2,29,1,1,5,42,1.33333333333333,1.3,1.4,1,1.2,.5625,75,90,1,.666666666666667,.583333333333333,33.9285714285714,8.33333333333333,91.6666666666667,0,1.51515151515151,1.3,1.3,70,80,90,90,80,4,4,2, ,2,1,1,3,2,83,1.9375,83,8,6,2,1,31,19,17,17,16,2,0,0,0,0,7,1,1,1,1,1,2,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,100,25,100,75,0,25,100,0,50,0,0,0,0,0,0,0,25,75,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,16.6666666666667,0,0,0,75,75,75,75,75,75,50,75,75,50,75,75,75,100,100,75,75,50,100,75,100,100,100,100,75,100,100,100,100,100,100,100,75,100,100,75,0,75,100,100,100,75,25,100,100
45,7/11/2014,7/11/2014,2,1,1,40,2,1,6,12,2.03333333333333,2.1,1.9,1.8,1.8,.375,43.75,70,.333333333333333,.75,.5,21.4285714285714,8.33333333333333,75,59.375,28.030303030303,2.1,2.1,20,67.5,67.5,72.5,80,5,4,3, ,1,1,1,3,2,8.4,7.8,42,24,18,11,5,39,27,21,8,5,2,0,0,0,0,1,10,10,10,1,1,1,1,1,1,3,2,3,1,4,1,3,2,2,4,3,3,2,1,3,1,1,3,1,2,1,1,1,2,3,4,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,25,25,25,75,25,0,25,0,0,0,0,0,100,0,25,0,0,25,100,100,75,50,50,50,50,50,100,50,33.3333333333333,33.3333333333333,0,16.6666666666667,0,33.3333333333333,33.3333333333333,50,0,50,33.3333333333333,0,16.6666666666667,33.3333333333333,0,16.6666666666667,50,50,0,83.3333333333333,50,33.3333333333333,25,75,50,75,25,25,25,75,75,25,0,25,50,75,0,75,75,25,75,0,75,100,75,100,50,75,100,75,50,50,100,75,50,75,75,50,25,75,50,75,100,75,75,75,75
46,7/11/2014,7/11/2014,2,1,1,48,2,1,3,17,2.23333333333333,2.45,1.8,2.2,3,.375,76.25,70,.333333333333333,.833333333333333,.333333333333333,30.3571428571429,58.3333333333333,100,75,51.5151515151515,2.1,2.8,77.5,75,70,70,50,4,4,1, ,2,2,4,2,2, , , , , , , , , , , , , ,1,3,1,3,2,9,9,6,1,1,3,3,1,2,2,3,3,3,2,1,1,4,2,1,2,4,3,3,4,2,2,2,2,1,1,3,2,1,2,2,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,75,75,75,25,0,0,25,25,50,75,0,0,0,0,75,25,75,100,100,100,75,75,100,75,50,50,100,75,33.3333333333333,83.3333333333333,66.6666666666667,16.6666666666667,50,16.6666666666667,33.3333333333333,66.6666666666667,66.6666666666667,33.3333333333333,50,16.6666666666667,50,0,83.3333333333333,83.3333333333333,66.6666666666667,66.6666666666667,50,66.6666666666667,66.6666666666667,66.6666666666667,75,75,75,75,100,75,75,75,75,75,75,50,75,75,75,100,75,75,75,75,75,50,75,75,75,75,100,75,75,75,75,75,50,50,75,75,25,75,75,75,75,25,25,75,50
47,7/11/2014,7/11/2014,2,1,2,41,2,1,9,11,1.7,1.25,2.6,1.2,1.6,1,96.25,46.25,1,.916666666666667,.833333333333333,14.2857142857143,0,100,9.375,3.03030303030303,1.2,1.3,97.5,95,50,42.5,5,2,2,4, ,3,1,1,1,2,80,6.66666666666667,80,13,5,2,0,40,27,17,10,6,1,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,2,1,1,1,1,2,2,4,1,1,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,50,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,25,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,16.6666666666667,0,0,0,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,75,100,100,75,100,50,25,50,75,50,50,25,75,50,50,75,50,50,50,25,25,50,50,25,25,0,0,0,0,25
48,7/11/2014,7/11/2014,2,1,1,18,1,1,3,25,3.37931034482759,3.4,3.33333333333333,3,3.6,.4375,72.5,76.25,.666666666666667,.333333333333333,.666666666666667,32.1428571428571,16.6666666666667,100,50,46.969696969697,3.6,3.2,67.5,77.5,82.5,70,70,5,3,4, ,5,1,1,1,2,28,3,56,26,11,5,2,30,25,20,15,10,2,0,0,0,0,4,3,10,1,1,1,4,3,3,4,4,3,5,4,3,3,4,3,4,4,3,4,2,4,1,3,4,4,4,2,3, ,3,4,2,4,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,100,25,0,100,25,75,75,0,0,0,25,25,50,0,0,100,100,100,50,50,50,50,50,50,50,50,50,16.6666666666667,16.6666666666667,33.3333333333333,50,50,50,33.3333333333333,16.6666666666667,66.6666666666667,50,16.6666666666667,50,16.6666666666667,50,66.6666666666667,100,66.6666666666667,16.6666666666667,50,83.3333333333333,83.3333333333333,75,75,75,100,75,75,75,75,100,50,25,75,75,75,50,75,75,100,50,75,75,50,75,100,50,75,50,75,75,50,75,100,100,100,100,100,25,100,75,75,100,50,50,75,75
49,7/11/2014,7/11/2014,2,1,1,22,1,1,6,6,2.73333333333333,2.6,3,3.4,2.8,.3125,77.5,70,.333333333333333,.583333333333333,.0833333333333333,41.0714285714286,16.6666666666667,58.3333333333333,81.25,28.030303030303,2.6,2.6,85,70,70,70,20,3,2,1, ,3,3,5,3,2,3.77777777777778, ,34,22,21,14,9, , , , , ,1,0,0,1,3,1,8,10,5,1,1,2,3,1,2,4,2,1,2,2,2,5,2,4,1,2,3,3,3,5,3,4,3,5,1,2,4,2,5,3,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75,25,100,100,0,100,75,25,0,0,25,25,0,25,25,25,0,25,50,100,75,100,75,75,75,75,100,75,33.3333333333333,0,0,66.6666666666667,0,0,33.3333333333333,33.3333333333333,0,66.6666666666667,50,33.3333333333333,0,33.3333333333333,16.6666666666667,50,50,33.3333333333333,0,50,0,66.6666666666667,100,0,75,25,100,75,100,100,100,100,0,100,100,75,100,100,75,100,25,100,75,100,75,100,75,25,100,100,75,50,75,50,75,100,50,100,0,75,50,50,25,25,25,0,25
50,7/11/2014,7/11/2014,2,1,2,46,1,1,8,18,2.93333333333333,2.9,3,3.2,3.2,.625,73.75,51.25,1,.916666666666667,.666666666666667,48.2142857142857,33.3333333333333,91.6666666666667,56.25,28.7878787878788,3.1,2.7,77.5,70,55,47.5,30,2,4,4, ,2,4,4,4,2,99,7,99,1,0,0,0,35,30,20,10,5,1,0,0,0,0,1,10,10,9,1,1,2,3,3,3,2,2,3,4,2,3,5,4,4,3,2,2,4,3,2,2,4,2,5,1,3,2,3,3,4,3,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,75,75,100,75,75,25,100,25,25,25,25,25,0,25,25,25,50,75,100,100,50,50,50,25,50,75,75,75,50,0,0,50,50,0,50,0,0,33.3333333333333,50,0,50,16.6666666666667,16.6666666666667,16.6666666666667,50,50,50,16.6666666666667,33.3333333333333,50,75,75,100,100,75,75,75,100,75,75,25,75,50,75,100,25,75,75,50,100,50,50,50,50,75,50,25,75,50,50,75,50,50,50,50,50,50,50,50,25,25,0,25,25,75
51,7/11/2014,7/11/2014, ,2,1,25,1,1,6,1,3.3,3.3,3.3,2.8,3.6,.4375,47.5,72.5,1,.5,.454545454545455,35.7142857142857,0,100,93.75,3.78787878787879,3.3,3.3,45,50,75,70, , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,1,10,10,10,1,1,4,2,2,3,4,5,2,3,4,4,4,5,4,3,2,5,2,4,1,3,4,4,4,1,3,4,2,5,2,4,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0, ,0,0,100,50,100,50,0,50,100,50,0,0,0,0,0,0,0,0,0,100,100,100,100,75,75,100,100,100,100,100,0,16.6666666666667,0,0,0,0,0,16.6666666666667,0,33.3333333333333,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,50,50,50,50,50,25,25,50,75,25,50,75,50,25,50,50,25,50,50,75,75,75,75,75,75,75,75,100,75,75,100,75,75,75,75,50,25,75,75,50, , , , , 
52,7/11/2014,7/11/2014,2,1,2,41,1,1,6,35,2.96666666666667,2.7,3.5,2.6,3.2,.5625,66.25,66.25,.666666666666667,.5,.25,48.2142857142857,58.3333333333333,66.6666666666667,50,43.1818181818182,2.6,2.8,65,67.5,72.5,60,70,4,3,1, ,1,2,2,2,2,15.6666666666667,2.63636363636364,47,26,14,10,3,29,25,20,15,11,2,0,0,0,0,3,7,9,4,1, ,3,3,2,2,4,2,3,4,2,2,3,1,3,1,4,2,4,4,3,2,3,4,3,2,3,4,4,4,4,4,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,75,75,75,75,75,75,0,25,25,0,75,25,75,75,75,25,100,75,25,50,50,50,50,50,50,50,50,33.3333333333333,33.3333333333333,33.3333333333333,66.6666666666667,50,33.3333333333333,33.3333333333333,33.3333333333333,16.6666666666667,66.6666666666667,50,33.3333333333333,33.3333333333333,33.3333333333333,0,50,50,66.6666666666667,66.6666666666667,33.3333333333333,66.6666666666667,66.6666666666667,75,25,75,75,50,75,75,25,75,25,75,50,75,100,75,75,100,25,75,100,75,25,50,75,75,75,75,75,75,75,75,50,75,75,50,75,50,75,100,25,75,50,75,75,75
53,7/11/2014,7/11/2014,2,1,2,32,1,1,3,18,2.17241379310345,1.94736842105263,2.6,2,1.8,.6875,93.75,72.3684210526316,1,.833333333333333,.583333333333333,28.5714285714286,25,100,68.75,39.3939393939394,1.9,2,97.5,90,61.1111111111111,82.5,80,5,4,4, ,1,3,2,3,2,55,8,55,24,15,5,1,40,25,20,10,5,2,0,0,0,0,1,10,10,10,1,1,2,2,2,2,2,2,2,2, ,2,2,2,2,1,2,1,2,3,2,2,3,2,3,2,2,3,4,3,2,2,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,75,50,75,50,50,25,25,0,25,0,0,0,25,0,25,25,25,100,100,100,100,50,50,75,50,50,100,75,50,50,0,50,50,0,50,50,0,66.6666666666667,50,0,66.6666666666667,50,0,0,50,66.6666666666667,50,50,66.6666666666667,50,100,100,100,75,100,100,100,100,100,100,100,100,75,75,75,100,75,100,100,100,25,100,50,100,100,0,50,100,75,100,100,50,50, ,100,100,100,25,50,100,50,100,50,100,100
54,7/11/2014,7/11/2014,2,1,2,32,2,1,5,28,2.7,2.55,3,2.4,2.2,.625,63.75,81.25,.666666666666667,.916666666666667,.583333333333333,42.8571428571429,16.6666666666667,100,34.375,15.9090909090909,2.3,2.8,72.5,55,77.5,85,30,3,2,1, ,2,1,2,1,2,4, ,40,24,16,10,10, , , , , ,1,0,0,1,3,6,2,3,1,1,1,2,2,3,3,3,2,3,2,4,2,1,2,2,3,2,3,2,3,4,3,2,2,3,3,2,3,4,4,3,4,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,75,25,75,75,75,25,75,25,25,25,25,25,25,25,25,0,25,100,100,100,25,25,25,50,25,25,75,25,0,16.6666666666667,0,16.6666666666667,16.6666666666667,33.3333333333333,0,66.6666666666667,0,16.6666666666667,16.6666666666667,16.6666666666667,0,0,0,16.6666666666667,50,16.6666666666667,0,66.6666666666667,0,0,100,75,75,75,75,75,75,75,75,25,75,25,25,25,75,25,75,75,75,75,75,100,75,75,75,75,75,75,75,75,75,75,75,75,100,75,100,100,100,75,50,50,0,25,25
55,7/11/2014,7/11/2014,2,1,1,44,1,1,3,33,3.03448275862069,3,3.11111111111111,4.4,1.8,.375,73.75,72.5,1,.333333333333333,.583333333333333,37.5,33.3333333333333,91.6666666666667,65.625,36.3636363636364,3.2,2.8,75,72.5,60,85,62.5,3,1,4, ,2,1,2,2,2, , , , , , , , , , , , ,2,1,3,1,3,2,7,9,3,1,1,1,3,4,5,5,1,1,1,5,5,4,1,3,5,1,3,1,2,5,4,5,1,4,5,3, ,1,5,3,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,100,50,100,75,0,50,75,0,75,0,0,0,0,0,75,25,0,100,100,75,75,75,75,50,75,25,100,50,16.6666666666667,66.6666666666667,0,83.3333333333333,0,16.6666666666667,100,0,0,83.3333333333333,0,0,50,0,0,66.6666666666667,50,0,83.3333333333333,33.3333333333333,83.3333333333333,66.6666666666667,75,100,75,0,100,100,75,25,75,75,50,75,100,75,100,100,100,0,75,100,75,100,100,100,100,75,100,100,100,50,100,50,50,50,100,0,25,50,75,50, ,25,100,25,100
56,7/11/2014,7/11/2014,2,1,1,40,2,1,5,27,3.76666666666667,3.7,3.9,4,3.2,.3125,93.75,78.75,.333333333333333,.583333333333333,.166666666666667,57.1428571428571,66.6666666666667,83.3333333333333,62.5,30.3030303030303,3.9,3.5,100,87.5,77.5,80,45,5,5,2, ,1,1,1,1,2,4.45454545454545,1.10526315789474,49,14,13,13,11,21,20,20,20,19,1,0,0,1,1,1,10,10,10,1,1,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,1,4,4,3,4,4,4,4,4,4,4,3,4,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,25,75,100,100,25,100,75,100,25,75,25,25,25,25,25,100,75,75,100,75,100,0,0,100,100,100,0,100,100,100,0,0,50,0,66.6666666666667,100,0,0,50,0,0,100,0,0,0,0,0,100,0,0,100,0,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,75,75,0,100,100,100,100,100,25,100,100,100,100,0,75,100,25,75,25,75,25,25
57,7/11/2014,7/11/2014,2,1,1,31,2,1,5,51,2.53333333333333,2.55,2.5,2.4,2.4,.5,73.6842105263158,53.75,.666666666666667,.833333333333333,.666666666666667,28.5714285714286,8.33333333333333,100,43.75,25,2.3,2.8,75,72.5,52.5,55,60,2,1,4, ,3,2,4,2,2,15,2.72727272727273,60,20,10,6,4,30,23,21,15,11,2,0,0,0,0,3,4,6,2,1,1,1,1,1,4,2,4,2,4,4,2,4,3,3,1,3,2,2,3,1,4,4,2,2,3,3,2,3,3,1,2,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,50,75,75,50,50,50,50,0,0,0,0,0,0,0,0,25,0,100,100,100,50,50,50,50,25,25,50,50,16.6666666666667,16.6666666666667,0,16.6666666666667,50,16.6666666666667,16.6666666666667,66.6666666666667,0,50,33.3333333333333,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,50,50,16.6666666666667,16.6666666666667,50,0,16.6666666666667,75,25,75,75, ,75,75,75,100,75,75,75,75,75,75,75,75,75,75,75,50,75,50,50,75,50,75,75,50,75,50,50,25,50,50,75,25,25,75,25,75,25,50,75,75
58,7/11/2014,7/11/2014, ,2,1,19,2,1,3,36,3.10344827586207,3,3.3,3.2,2.8,.3125,47.2222222222222,56.5789473684211,.666666666666667,.5,.416666666666667,42.8571428571429,50,58.3333333333333,6.25,53.1746031746032,3.11111111111111,2.9,37.5,59.375,61.1111111111111,52.5, , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,7,1,1,1,1,1,2,4,2,3,4,3,3,3,2,2,4,3,2, ,4,4,3,3,3,3,3,4,4,3,3,2,3,4,3,4,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,75,50,75,100,25,75,100,25,25,0,25,0,0,25,25,75,50,25,75,75,50,0,0,0,0,0,0,0,33.3333333333333,50,33.3333333333333,100,33.3333333333333, ,50,50,33.3333333333333,83.3333333333333,50,50,33.3333333333333,50,33.3333333333333,66.6666666666667,100,33.3333333333333,66.6666666666667,50,50,66.6666666666667,25,50,75,75,25,25,75,100,50,0,50, ,50,50,25,50, ,75,50,0,75,75,50,50,25,50,25,0,75,50,50,100, ,50,75,50,75,100,50,50, , , , , 
