Subject,StartDate,EndDate,Random,AttnChk,Chopra_Check,Age,Sex,English,Education,State,BullshitReceptivity,BullshitScale,ChopraScale,BSR_meaningless,BSR_meaningful,HeuristicsBiases,NFC,Faith_Intuition,Numeracy_ACC,WS_ACC,Ravens_ACC,OntologicalConfusions,Metaphors,LiteralStatements,Religious_Belief,Paranormal_Belief,BS_Chopra,BS_Other,NFC_Re,NFC_Ra,Faith_Intuition_Ee,Faith_Intuition_Ea,FreeMarketIdeology,FiscalCons,SocialCons,Party,Party_TEXT,PolTrust,GovTrust,DemGovTrus,RepGovTrus,WealthDistCondition,EstimateRatio,IdealRatio,Estimate_Top20,Estimate_2nd20,Estimate_Middle20,Estimate_4th20,Estimate_Bottom20,Ideal_Top20,Ideal_2nd20,Ideal_Middle20,Ideal_4th20,Ideal_Bottom20,FMI_split,WealthDistError,WealthDistErrorType,IdealDistError,IdealDistErrorType,GodType,RBS_Curren,RBS_Highes,RBS_Lowest,Ravens_ACC_P1,Ravens_ACC_P2,BS_1,BS_2,BS_3,BS_4,BS_5,BS_6,BS_7,BS_8,BS_9,BS_10,BS_11,BS_12,BS_13,BS_14,BS_15,BS_16,BS_17,BS_18,BS_19,BS_20,Chopra_1,Chopra_2,Chopra_3,Chopra_4,Chopra_5,Chopra_6,Chopra_7,Chopra_8,Chopra_9,Chopra_10,CausalBR_ACC,SampleSize_ACC_1,SampleSize_ACC_2,Regr2Mean_ACC,GamblerFallacy_ACC_1,GamblerFallacy_ACC_2,ConjunctionFallacy_ACC_1,ConjunctionFallacy_ACC_2,ConjunctionFallacy_ACC,Covariation_ACC,MethodReasoning_ACC,Bayesian_ACC,DenNeglect_ACC,ProbMatch_ACC,SunkCost_ACC,OutcomeBias_ACC,Numeracy_ACC_1,Numeracy_ACC_2,Numeracy_ACC_3,Numeracy_ACC_4,Numeracy_ACC_5,Numeracy_ACC_6,Numeracy_ACC_7,Numeracy_ACC_8,Numeracy_ACC_9,WS_ACC_1,WS_ACC_2,WS_ACC_3,WS_ACC_4,WS_ACC_5,WS_ACC_6,WS_ACC_7,WS_ACC_8,WS_ACC_9,WS_ACC_10,WS_ACC_11,WS_ACC_12,Ravens_ACC_1,Ravens_ACC_2,Ravens_ACC_3,Ravens_ACC_4,Ravens_ACC_5,Ravens_ACC_6,Ravens_ACC_7,Ravens_ACC_8,Ravens_ACC_9,Ravens_ACC_10,Ravens_ACC_11,Ravens_ACC_12,P.OC_1,P.OC_2,P.OC_3,P.OC_4,P.OC_5,P.OC_6,P.OC_7,P.OC_8,P.OC_9,P.OC_10,P.OC_11,P.OC_12,P.OC_13,P.OC_14,P.OC_15,P.OC_16,P.OC_17,P.OC_18,P.OC_19,P.OC_20,PRafterlife,PRheaven,PRhell,PRmiracles,PRangels,PRdemons,PRsoul,PRsatan,P.PB_1,P.PB_2,P.PB_3,P.PB_4,P.PB_5,P.PB_6,P.PB_7,P.PB_8,P.PB_9,P.PB_10,P.PB_11,P.PB_12,P.PB_13,P.PB_14,P.PB_15,P.PB_16,P.PB_17,P.PB_18,P.PB_19,P.PB_20,P.PB_21,P.PB_22,P.RI_1,P.RI_2,P.RI_3,P.RI_4,P.RI_5,P.RI_6,P.RI_7,P.RI_8,P.RI_9,P.RI_10,P.RI_11,P.RI_12,P.RI_13,P.RI_14,P.RI_15,P.RI_16,P.RI_17,P.RI_18,P.RI_19,P.RI_20,P.EI_1,P.EI_2,P.EI_3,P.EI_4,P.EI_5,P.EI_6,P.EI_7,P.EI_8,P.EI_9,P.EI_10,P.EI_11,P.EI_12,P.EI_13,P.EI_14,P.EI_15,P.EI_16,P.EI_17,P.EI_18,P.EI_19,P.EI_20,P.FMI_1,P.FMI_2,P.FMI_3,P.FMI_4,P.FMI_5
34,7/10/2014,7/10/2014,2,1,2,49,2,1,6,48,2.13793103448276,2.10526315789474,2.2,2,2.8,.5625,66.25,55,.666666666666667,.666666666666667,.333333333333333,28.5714285714286,50,91.6666666666667,100,4.54545454545454,2.33333333333333,1.9,67.5,65,57.5,52.5,65,4,4,2, ,2,2,2,2,1,7.8,8,39,29,18,9,5,40,30,17,8,5,2,0,0,0,0,1,10,10,10,1,1,3,3,2,3,2,2,2,3,1,2,1, ,3,2,2,2,3,2,1,1,2,2,3,2,3,2,2,3,2,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1, ,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,75,0,100,25,0,25,100,25,0,0,0,0,25,25,25,100,25,75,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,16.6666666666667,0,0,16.6666666666667,0,0,0,0,0,16.6666666666667,16.6666666666667,0,16.6666666666667,0,16.6666666666667,50,75,75,75,50,75,75,25,75,75,50,50,50,75,75,75,75,75,75,75,75,50,50,75,75,50,75,75,50,25,75,50,50,75,50,50,50,50,25,25,25,75,75,75,75
35,7/10/2014,7/10/2014,2,1,2,38,2,1,6,49,1.96666666666667,1.9,2.1,1.8,2.4,.4375,25,50,1,.75,.333333333333333,48.2142857142857,33.3333333333333,83.3333333333333,68.75,10.6060606060606,1.8,2,15,35,57.5,42.5,20,3,1,1, ,3,3,3,3,1,80,2.81818181818182,80,12,5,2,1,31,22,20,16,11,1,0,0,0,0,2,7,8,6,1,1,2,1,2,1,2,2,1,3,2,3,2,2,3,2,1,1,3,2,2,1,2,2,2,2,1,2,3,2,3,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,75,75,75,75,75,75,75,0,50,25,25,25,0,25,25,25,50,50,100,100,75,50,50,75,75,75,75,75,0,16.6666666666667,0,16.6666666666667,0,16.6666666666667,0,33.3333333333333,0,16.6666666666667,0,0,0,0,0,33.3333333333333,16.6666666666667,16.6666666666667,0,16.6666666666667,33.3333333333333,16.6666666666667,25,0,25,25,25,0,0,25,25,0,0,50,25,50,25,50,50,0,50,50,50,25,50,50,50,50,50,50,50,25,50,75,75,75,50,75,50,50,25,25,0,50,25,25,0
37,7/10/2014,7/10/2014,2,1,2,31,1,1,6,35,1.6,1.6,1.6,1.8,1.8,.4375,71.25,38.75,1,.5,.5,17.8571428571429,25,75,34.375,15.1515151515152,1.8,1.4,67.5,75,32.5,45,60,4,2,4, ,2,1,1,1,1,94,10.6,94,3,2,1,0,53,20,15,7,5,2,0,0,0,0,3,5,6,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,25,50,25,50,25,25,0,0,25,25,0,0,0,0,25,25,25,50,75,100,50,25,25,50,25,25,50,25,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,0,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,0,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,75,75,75,75,75,50,75,75,75,50,50,75,75,75,75,75,75,75,75,75,50,50,50,50,50,25,50,50,50,25,50,25,25,25,50,25,25,25,25,50,50,75,75,50,50
38,7/10/2014,7/10/2014,2,1,2,63,2,1,5,42,3.23333333333333,3.25,3.2,3,3.4,.25,26.3888888888889,68.75,0,.833333333333333,.333333333333333,66.0714285714286,75,91.6666666666667,75,59.5238095238095,3.1,3.4,28.125,25,70,67.5,45,4,4,2, ,2,4,4,4,1,25,3.63636363636364,50,26,15,7,2,40,20,16,13,11,1,0,0,0,0,1,10,10,9,1,1,2,4,3,2,3,4,3,4,4,3,3,4,4,3,3,4,3,4,3,2,4,3,4,3,3,4,2,3,3,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,75,50,100,75,25,75,100,25,75,75,75,50,75,50,75,50,100,75,100,100,100,100,0,75,75,75,75,100,66.6666666666667,83.3333333333333,66.6666666666667,66.6666666666667,16.6666666666667,16.6666666666667,83.3333333333333,83.3333333333333,33.3333333333333,66.6666666666667,0,16.6666666666667,83.3333333333333,83.3333333333333,33.3333333333333,83.3333333333333,83.3333333333333,66.6666666666667, ,83.3333333333333,66.6666666666667,66.6666666666667,25,0,50,0,25,0,25,0,25, ,25,25,25,0,50,75,25, ,75,25,75,50,75,75,100,75,75,75,50,75,75,75,75,25,100,50,75,75,75,25,75,25,75,25,25
39,7/10/2014,7/10/2014,2,1,1,41,1,1,5,42,2.24137931034483,2.15,2.44444444444444,1.2,3.4,.5,82.8947368421053,35.5263157894737,1,.583333333333333,.5,35.7142857142857,8.33333333333333,100,10.7142857142857,26.5151515151515,1.8,2.5,75,91.6666666666667,32.5,38.8888888888889,55,4,4,2, ,1,1,1,1,1,37.5,10,75,10,8,5,2,50,25,12,8,5,2,0,0,0,0,7,1,2,1,1,1,4,2,2,1,1,3,4,5,3,1,1,1,3,1,2,2,3,2,1,1,3,2,2,2,3, ,4,2,2,2,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,25,75,100,75,0,50,25,50,0,25,25,25,0,25,0,0,25,100,100,100,0,0,0,0, ,0,75,0,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,50,0,16.6666666666667,16.6666666666667,83.3333333333333,16.6666666666667,100,16.6666666666667,66.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,75,100,100,100,100,75,75,75,75,100,25,100,100,100,75, ,75,25,100,100,25,75, ,0,25,0,0,0,25,75,25,25,100,25,100,25,25,0,100,25,100,75,50,25,25
40,7/10/2014,7/10/2014,2,1,1,65,1,1,7,48,2.7,2.6,2.9,3,3.4,.6875,71.25,12.5,1,1,.5,32.1428571428571,16.6666666666667,58.3333333333333,9.375,4.54545454545455,2.9,2.3,75,67.5,5,20,10,2,2,4, ,3,2,3,3,1,80,2.5,80,16,2,1,1,30,22,20,16,12,1,0,0,0,0,6,2,5,2,1,1,2,3,2,2,2,1,2,4,1,3,3,5,5,1,4,2,4,1,4,1,4,3,4,2,1,3,3,4,2,3,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,75,75,100,75,0,25,75,0,25,0,0,0,0,0,0,25,25,25,75,75,25,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,16.6666666666667,50,16.6666666666667,0,0,0,75,75,100,100,75,75,75,100,75,50,75,25,50,75,50,75,75,100,25,75,0,0,0,25,0,25,0,0,0,0,25,0,0,0,0,0,100,0,0,75,25,0,25,0,0
41,7/10/2014,7/10/2014,2,1,1,29,1,1,5,30,2.63333333333333,2.55,2.8,2.8,2.6,.75,86.25,47.5,1,.833333333333333,.583333333333333,39.2857142857143,41.6666666666667,91.6666666666667,34.375,9.84848484848485,2.4,2.7,87.5,85,40,55,25,4,2,1, ,3,2,2,2,1,7,3,42,23,17,12,6,30,25,20,15,10,1,0,0,0,0,3,4,7,2,1,1,2,2,2,2,3,2,3,3,2,3,3,2,3,2,3,2,3,3,4,2,3,4,2,3,3,3,3,2,2,3,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,50,25,75,75,50,25,75,25,25,25,25,25,25,25,75,0,50,75,100,100,50,50,25,25,25,25,50,25,0,0,0,33.3333333333333,0,0,16.6666666666667,0,0,16.6666666666667,0,0,0,0,0,16.6666666666667,50,16.6666666666667,33.3333333333333,0,16.6666666666667,16.6666666666667,100,75,100,75,100,100,75,100,75,75,75,75,75,100,50,75,100,100,100,100,50,75,25,50,75,25,75,50,50,25,50,25,25,25,50,75,75,25,50,50,50,25,25,25,0
42,7/10/2014,7/10/2014,2,1,2,38,1,1,5,11,3.6,3.3,4.2,2.4,4.4,.25,86.25,63.75,1,.666666666666667,.416666666666667,39.2857142857143,33.3333333333333,100,53.125,46.2121212121212,3.1,3.5,82.5,90,62.5,65,30,2,2,1, ,2,4,4,4,1,10,1.42857142857143,50,20,15,10,5,20,25,25,16,14,1,0,0,0,0,5,7,9,3,1,1,3,4,4,2,3,4,3,5,3,2,2,4,4,2,3,5,5,2,2,4,2,5,5,4,4,5,4,5,4,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,75,50,100,50,0,75,75,0,75,0,0,25,0,25,25,25,50,100,100,100,75,50,50,75,25,25,75,50,50,33.3333333333333,0,66.6666666666667,50,66.6666666666667,50,33.3333333333333,0,66.6666666666667,66.6666666666667,33.3333333333333,50,16.6666666666667,0,83.3333333333333,83.3333333333333,66.6666666666667,33.3333333333333,50,50,66.6666666666667,100,75,100,100,75,75,75,100,100,75,75,100,75,100,75,100,75,75,75,100,50,75,50,75,75,75,75,75,75,75,75,50,75,50,50,75,25,25,75,75,25,25,25,50,25
43,7/10/2014,7/10/2014,2,1,1,30,1,1,6,40,3.83333333333333,3.7,4.1,3.6,3.8,.375,75,55,1,.583333333333333,.166666666666667,39.2857142857143,33.3333333333333,100,81.25,75.7575757575758,3.6,3.8,85,65,60,50,70,4,1,4, ,1,3,3,3,1,9.2,2.21428571428571,46,24,14,11,5,31,20,18,17,14,2,0,0,0,0,7,10,10,10,0,0,3,4,4,1,5,3,3,5,2,5,4,3,4,3,5,4,3,5,4,4,4,2,5,5,5,4,5,4,3,4,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,75,25,100,50,100,50,50,0,50,50,0,0,0,0,75,25,0,100,100,100,100,50,50,100,100,100,100,50,100,100,0,100,50,16.6666666666667,100,100,0,100,50,50,100,100,0,100,100,100,100,100,100,100,100,25,100,75,100,100,100,75,75,100,100,50,50,100,100,75,50,50,75,0,50,75,50,75,75,50,25,50,50,50,75,50,75,50,25,75,50,50,50,50,100,75,0,100,75
44,7/10/2014,7/10/2014,2,1,1,31,1,1,6,42,3.6,3.55,3.7,2.8,4,.625,69.7368421052632,52.6315789473684,.666666666666667,.75,.5,25,8.33333333333333,91.6666666666667,37.5,13.6363636363636,3.4,3.7,69.4444444444444,70,50,55.5555555555556,40,3,3,4, ,3,1,2,2,1,41.5,1,83,8,4,3,2,20,20,20,20,20,1,0,0,0,0,3,7,8,4,1,1,4,3,4,2,4,4,4,4,5,2,3,4,4,3,3,4,4,3,4,3,4,3,3,4,5,3,3,5,3,4,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,75,25,75,50,25,25,25,0,0,0,0,0,0,50,25,0,0,75,100,100,50,50,25,50,25,25,50,25,0,16.6666666666667,0,50,0,0,16.6666666666667,0,0,16.6666666666667,16.6666666666667,0,0,0,0,16.6666666666667,50,16.6666666666667,16.6666666666667,66.6666666666667,0,16.6666666666667,75,75,75,75,75,75,25,25,75,75,75,75,75,75,75,75,75,75,75, ,50,75,75,50,50,25,75,50,50,25,75,50,75,50,50,50,25,50,50, ,50,25,75,25,25
45,7/10/2014,7/10/2014,2,1,1,27,2,1,6,23,3.6,3.65,3.5,3.8,3.8,.375,81.25,73.75,.666666666666667,.833333333333333,.583333333333333,37.5,58.3333333333333,100,100,31.8181818181818,3.5,3.8,80,82.5,72.5,75,45,2,4,2, ,1,1,2,2,1,10,3,50,30,10,5,5,30,25,20,15,10,1,0,0,0,0,1,10,10,10,1,1,4,4,4,5,3,3,5,3,2,4,3,5,3,1,3,4,5,5,3,4,4,2,5,2,3,5,4,2,5,3,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,25,0,100,75,50,75,75,25,0,25,0,25,0,50,75,75,25,100,100,100,100,100,100,100,100,100,100,100,0,83.3333333333333,0,0,33.3333333333333,0,0,83.3333333333333,0,0,66.6666666666667,0,0,16.6666666666667,0,0,50,66.6666666666667,66.6666666666667,83.3333333333333,83.3333333333333,66.6666666666667,100,75,75,100,75,75,75,100,100,25,100,25,75,75,75,100,100,100,75,100,75,100,25,75,75,25,100,100,100,100,100,75,25,100,75,75,25,75,75,75,75,25,25,75,25
46,7/10/2014,7/10/2014,2,1,2,31,1,1,4,6,1.66666666666667,1.5,2,1.4,1.2,.375,68.75,66.25,.333333333333333,.75,.166666666666667,55.3571428571429,41.6666666666667,75,28.125,20.4545454545455,1.3,1.7,75,62.5,75,57.5,45,4,2,3, ,2,1,1,1,1,6.2,1,31,28,18,18,5,20,20,20,20,20,1,0,0,0,0,4,2,3,1,0,0,1,1,1,1,3,1,2,1,3,1,2,1,1,1,1,2,1,1,2,3,2,3,4,1,1,2,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,100,75,75,50,75,75,75,25,75,25,25,50,0,50,75,25,25,75,50,100,50,25,25,25,25,25,25,25,0,0,0,83.3333333333333,0,0,0,0,0,100,0,0,0,16.6666666666667,0,33.3333333333333,50,83.3333333333333,50,0,0,33.3333333333333,75,75,75,50,75,75,75,75,75,50,75,75,50,50,100,25,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,100,75,50,50,75,0,75,50,25,50,25,25,50,75
47,7/10/2014,7/10/2014,2,1,2,27,2,1,6,51,3.5,3.7,3.1,3.2,4.2,.5625,70,42.5,.666666666666667,.75,.416666666666667,26.7857142857143,8.33333333333333,83.3333333333333,31.25,37.8787878787879,3.7,3.7,75,65,47.5,37.5,25,2,1,1, ,2,2,4,1,1,81,1,81,10,5,3,1,20,20,20,20,20,1,0,0,0,0,3,6,7,1,1,1,5,3,3,5,5,3,3,3,4,4,2,4,4,2,4,4,5,4,2,5,3,3,2,5,2,2,4,3,4,3,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,75,0,75,50,25,25,75,0,0,0,0,25,0,25,25,0,0,75,75,100,50,50,0,25,25,25,75,0,16.6666666666667,16.6666666666667,0,66.6666666666667,33.3333333333333,33.3333333333333,33.3333333333333,66.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,0,16.6666666666667,33.3333333333333,0,50,16.6666666666667,66.6666666666667,50,66.6666666666667,50,83.3333333333333,75,75,75,75,75,75,75,100,75,75,75,50,75,75,75,25,75,75,25,75,25,50,25,50,50,25,50,50,25,25,75,75,25,25,0,75,25,75,75,25,25,25,25,25,25
48,7/10/2014,7/10/2014,2,1,2,50,2,1,5,11,2.7,2.7,2.7,2.6,3.2,.4375,86.8421052631579,58.75,.333333333333333,.583333333333333,.416666666666667,35.7142857142857,33.3333333333333,75,6.25,7.57575757575757,3,2.4,91.6666666666667,82.5,60,57.5,45,3,3,4, ,1,1,1,1,1,3.4,1,34,26,17,13,10,20,20,20,20,20,1,0,0,0,0,7,1,1,1,1,1,3,4,4,3,4,2,3,5,2,2,3,1,3,2,3,3,2,2,1,2,3,3,4,2,2,4,2,2,3,2,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,75,25,100,25,75,50,25,0,0,0,50,0,0,75,75,0,25,75,100,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,66.6666666666667,0,0,0,0,0,0,16.6666666666667,0,0,0,0,16.6666666666667,16.6666666666667,100,100,100,75,100,100,100,100,75,100,75,100,50,75, ,100,75,75,75,75,50,75,50,50,50,75,75,75,50,75,50,75,50,75,50,50,25,50,50,75,25,25,50,75,50
49,7/10/2014,7/10/2014,2,1,1,35,1,1,3,4,2.23333333333333,2.15,2.4,2.2,2.4,.75,31.25,87.5,1,.666666666666667,.583333333333333,42.8571428571429,66.6666666666667,100,75,6.81818181818182,2.1,2.2,10,52.5,100,75,70,5,5,2, ,2,1,1,4,1,15,5,75,10,5,5,5,50,20,10,10,10,2,0,0,0,0,1,10,10,10,1,1,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,100,100,100,100,100,0,100,0,0,0,0,0,100,0,100,100,100,100,100,100,25,75,50,50,100,100,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,0,0,0,100,25,0,0,0,0,100,0,100,75,100,100,0,100,100,75,100,100,100,75,75,50,100,100,100,100,100,50,100,100,100,75,50,100,25,75,75,75
50,7/10/2014,7/10/2014,2,1,1,27,2,1,5,48,2.13333333333333,2.1,2.2,2.6,2.6,.5625,91.25,75,.666666666666667,.583333333333333,.333333333333333,41.0714285714286,58.3333333333333,100,0,11.3636363636364,2.4,1.8,90,92.5,80,70,40,2,2,1, ,3,3,5,1,1, , , , , , , , , , , , ,1,1,3,1,3,6,1,1,1,1,1,2,3,2,3,1,1,1,3,1,2,4,1,4,2,2,3,1,2,1,3,4,3,4,2,2,2,1,2,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,50,75,100,50,25,25,75,0,50,25,0,0,100,0,75,25,75,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,16.6666666666667,33.3333333333333,50,33.3333333333333,50,0,33.3333333333333,16.6666666666667,100,100,100,100,75,100,75,100,100,75,100,100,100,100,75,75,75,100,75,100,75,75,75,100,100,75,100,75,50,75,75,100,75,75,50,50,25,100,75,75,25,25,50,75,25
51,7/10/2014,7/10/2014,2,1,1,35,1,1,5,11,3.6,3.55,3.7,3.4,3.8,.375,72.5,72.5,1,.5,.583333333333333,28.5714285714286,0,100,100,36.3636363636364,3.7,3.4,75,70,75,70,0,1,1,1, ,1,1,1,1,1,40,10,80,8,6,4,2,50,20,15,10,5,1,0,0,0,0,1,10,10,10,1,1,4,3,3,4,3,3,3,4,3,3,4,4,3,5,4,5,3,3,3,4,4,4,5,3,4,3,3,3,5,3,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,100,0,0,0,100,100,100,100,100,100,100,100,100,100,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,100,100,0,100,100,100,100,75,75,75,75,75,75,75,75,75,75,75,75,25,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,25,75,75,75,0,0,0,0,0
52,7/10/2014,7/10/2014,2,1,2,40,1,1,4,36,3.46666666666667,3.25,3.9,2.4,3.4,.0625,66.25,96.25,.333333333333333,.666666666666667,.363636363636364,42.8571428571429,8.33333333333333,75,25,46.969696969697,2.9,3.6,70,62.5,100,92.5,30,2,1,3, ,1,2,2,1,1, , , , , , , , , , , , ,1,1,3,1,3,7,1,1,1,1,1,4,2,3,2,3,4,4,3,4,2,3,3,2,4,3,4,4,4,3,4,3,4,2,5,3,5,4,4,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1, ,0,1,1,0,0,0,0,0,0,50,0,100,100,25,75,100,25,0,50,25,0,0,50,0,0,25,100,100,25,100,0,0,0,0,0,100,0,83.3333333333333,83.3333333333333,0,100,0,33.3333333333333,83.3333333333333,83.3333333333333,0,100,0,0,66.6666666666667,66.6666666666667,0,66.6666666666667,100,0,33.3333333333333,83.3333333333333,33.3333333333333,16.6666666666667,75,75,75,75,75,50,75,75,75,50,75,75,50,50,75,75,50,75,25,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,25,100,100,100,25,50,25,50,0
53,7/10/2014,7/10/2014,2,1,2,45,1,1,7,11,1.73333333333333,1.55,2.1,1.2,2,.5,72.5,36.25,.666666666666667,.916666666666667,.416666666666667,23.2142857142857,25,91.6666666666667,25,0,1.4,1.7,67.5,77.5,30,42.5,75,5,4,2, ,1,2,2,2,1, , , , , , , , , , , , ,2,1,2,1,2,6,4,3,2,1,1,3,1,1,1,2,4,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,2,1,2,3,3,2,3,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,50,75,75,0,0,75,0,25,25,0,0,0,0,0,0,75,75,100,100,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,75,75,75,75,75,75,75,75,75,100,50,75,75,75,75,25,25,50,25,25,50,25,50,50,25,25,50,25,25,25,25,25,50,25,75,50,75,75,75,50,100
54,7/10/2014,7/10/2014,2,1,1,26,1,1,7,24,3.2,3.1,3.4,2.6,3.6,.5,90,73.75,1,.666666666666667,.5,53.5714285714286,33.3333333333333,75,0,0,3.1,3.1,95,85,75,72.5,30,2,1,1, ,2,2,3,2,1,33,2.75,66,19,9,4,2,33,24,18,13,12,1,0,0,0,0,7,1,1,1,1,1,2,4,4,1,5,4,2,3,2,5,2,4,5,2,2,4,4,3,1,3,5,1,5,3,2,3,3,3,4,5,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,100,75,100,75,75,50,100,25,50,25,25,0,0,50,50,0,50,25,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,75,100,100,100,100,100,75,75,100,100,100,75,100,50,100,75,100,75,100,100,100,75,75,75,75,75,75,75,100,75,50,100,50,75,25,0,100,75,100,50,50,0,25,25
